Longitude,Latitude,House_Age,Total_Rooms,Total_Bedrooms,Bathrooms,Parking,Dist_Mall_KM,Dist_Metro_KM,Price_Crore
72.8657,18.9301,21,3,2,2,1,3.98,3.93,5.81
72.8921,18.9406,7,4,2,2,1,8.54,5.96,5.95
72.8406,18.8956,1,4,3,4,1,1.28,1.54,14.3
72.8984,18.9515,11,3,2,2,0,4.13,2.91,11.25
72.8083,19.0534,16,2,1,1,1,0.64,0.54,4.65
72.8873,18.9658,0,2,1,1,1,3.32,2.86,9.2
72.8678,18.8879,8,4,2,3,1,1.33,1.07,11.26
72.8742,19.0486,8,2,1,1,0,1.63,1.65,8.03
72.8868,18.9873,1,4,2,2,0,0.59,0.66,19.47
72.8522,19.0206,32,4,3,3,1,6.46,5.68,10.04
72.8133,18.8844,7,4,3,3,0,2.13,1.84,10.47
72.877,18.8955,5,2,1,1,1,4.93,4.18,4.24
72.8847,19.0122,22,4,2,2,1,2.48,1.94,14.4
72.8306,19.0152,4,5,3,3,1,0.39,0.33,29.09
72.7921,18.8953,14,3,2,3,0,1.36,1.06,7.53
72.89,18.9952,7,3,2,2,0,1.61,1.64,14.42
72.8027,18.8759,8,5,3,3,0,4.29,4.67,9.2
72.8125,19.0253,12,2,1,1,0,4.55,4.38,2.94
72.8358,19.0206,35,4,3,3,1,0.08,0.1,15.78
72.8751,18.8813,14,4,3,3,1,0.08,0.1,12.94
72.7956,18.8857,13,3,2,3,0,1.57,1.92,7.63
72.8408,19.0304,28,2,1,1,0,4.0,2.91,4.77
72.8331,18.9198,7,2,1,1,1,7.46,7.81,2.89
72.7898,18.9512,10,3,2,2,1,2.77,2.05,7.98
72.7986,18.9104,7,2,1,1,1,1.97,1.45,4.89
72.9,19.0412,4,2,1,1,1,0.44,0.54,10.75
72.8655,19.0526,38,3,2,2,1,1.25,1.01,9.59
72.8067,18.9519,20,4,3,3,0,2.55,3.06,7.86
72.8839,18.9652,8,2,1,1,1,0.93,0.64,10.52
72.7911,18.8792,4,2,1,1,0,0.59,0.43,5.23
72.8207,18.9177,11,4,3,3,0,5.31,3.86,8.45
72.8728,19.0387,27,3,2,2,0,0.53,0.57,11.36
72.8953,19.0302,8,2,1,1,1,0.85,0.66,10.46
72.805,18.9608,11,3,2,2,2,1.88,1.59,9.4
72.829,19.0625,42,3,1,1,0,4.99,3.93,4.86
72.8487,19.012,8,4,3,4,0,1.54,1.79,20.53
72.841,18.9987,18,3,1,1,1,0.92,1.15,11.07
72.8364,18.9943,7,5,3,4,1,0.35,0.24,28.97
72.8532,18.9085,38,3,1,1,0,4.39,3.26,3.01
72.8205,18.9848,4,2,1,1,1,3.13,2.58,8.63
72.8629,19.0166,8,2,1,1,1,2.11,1.45,8.79
72.8856,19.0365,21,2,1,1,2,0.63,0.54,9.29
72.8745,18.91,4,5,3,3,1,1.02,1.2,15.24
72.8759,18.8909,23,4,3,3,1,0.49,0.51,10.77
72.8184,19.0357,44,4,3,3,1,3.57,3.92,4.58
72.8528,19.0094,5,3,1,1,2,3.25,3.33,11.95
72.8308,18.9934,18,4,3,3,1,0.15,0.16,21.96
72.8461,18.8941,43,2,1,1,1,5.51,4.76,2.15
72.8912,18.9305,4,4,3,3,0,1.11,1.34,11.84
72.8419,19.0534,26,4,3,4,1,1.14,1.39,17.99
72.8438,19.0267,50,3,2,2,1,1.22,1.3,6.67
72.8744,18.8782,47,4,3,3,2,0.88,0.88,7.29
72.8719,19.0666,0,3,2,2,1,2.59,3.14,15.1
72.8455,19.0025,36,3,2,3,0,3.25,2.22,8.77
72.8565,18.8974,3,2,1,1,0,0.12,0.15,5.67
72.8263,18.8803,29,3,2,3,0,2.9,3.21,5.38
72.8291,18.8999,29,3,2,2,1,2.44,2.58,5.54
72.8021,18.9482,17,5,3,3,1,1.31,1.3,12.47
72.8984,18.9852,2,3,1,1,1,0.54,0.56,14.25
72.8607,18.9614,3,2,1,1,1,11.32,8.94,4.45
72.8099,19.0191,0,4,3,4,1,1.38,1.36,14.36
72.8084,19.0,6,2,1,1,0,3.89,3.28,4.11
72.8636,18.8769,29,4,2,3,0,6.21,4.83,5.27
72.8852,18.8667,3,2,1,1,0,0.42,0.37,5.47
72.8704,18.9743,12,2,1,1,2,3.36,3.23,8.71
72.7945,18.9775,10,4,2,3,0,0.91,1.0,10.05
72.8706,19.0336,7,3,1,1,2,3.23,2.18,12.41
72.8639,19.0291,2,3,2,2,1,0.29,0.31,19.02
72.8195,18.9422,39,2,1,1,0,1.28,0.98,2.82
72.7855,18.9668,10,4,2,2,1,3.17,2.92,9.0
72.8939,18.9151,39,2,1,1,2,3.63,3.12,2.83
72.8758,19.0351,28,3,2,2,0,8.32,7.44,5.94
72.7963,18.9287,15,2,1,1,2,0.42,0.32,5.71
72.8463,18.9476,33,3,2,2,1,1.49,1.59,6.5
72.825,18.9423,15,4,2,2,1,1.19,0.8,9.43
72.847,18.9419,44,4,3,3,0,10.93,7.49,2.59
72.8414,18.9469,2,2,1,1,2,0.19,0.2,6.73
72.7895,19.0639,30,4,3,3,1,1.17,0.8,9.47
72.8066,18.9853,15,4,3,4,2,1.47,1.52,13.07
72.8857,19.018,4,4,3,3,0,0.16,0.2,23.67
72.8688,18.9876,10,2,1,1,2,3.9,3.62,8.22
72.8559,19.0635,14,4,2,3,1,8.54,9.11,8.36
72.7942,18.8835,4,3,1,1,2,8.48,8.08,3.82
72.8267,18.8809,2,3,2,2,1,0.47,0.49,10.34
72.8844,18.8879,15,4,2,2,2,1.08,1.16,10.83
72.891,19.0307,14,3,2,2,1,0.48,0.42,15.77
72.8442,18.9833,5,4,2,3,2,0.18,0.13,25.63
72.8025,19.0522,10,2,1,1,0,0.52,0.36,4.93
72.8639,19.041,7,4,2,2,2,1.16,1.08,21.63
72.8584,19.0399,7,3,1,1,1,4.94,3.49,10.3
72.8481,19.0087,13,2,1,1,1,0.85,1.01,8.65
72.8291,18.9959,6,2,1,1,1,5.57,4.24,7.42
72.8136,18.9697,50,2,1,1,0,0.86,0.84,2.13
72.8385,18.884,29,2,1,1,0,0.6,0.41,3.52
72.8742,18.9827,6,4,2,2,1,0.4,0.33,20.9
72.8746,19.0021,19,4,3,3,0,1.02,1.15,17.26
72.8291,19.0401,19,2,1,1,1,0.99,0.78,7.95
72.8257,18.8949,11,4,3,3,2,11.35,13.46,3.59
72.8778,18.9027,18,3,2,2,1,2.53,2.09,6.59
72.8192,18.877,17,2,1,1,1,3.68,3.58,4.01
72.8392,19.0231,11,3,2,2,0,0.08,0.1,15.08
72.7992,18.9755,50,2,1,1,1,4.16,4.56,1.84
72.8798,19.0486,21,3,1,1,1,8.0,6.7,5.71
72.8726,19.059,8,3,2,2,1,0.51,0.51,16.69
72.8513,18.8686,2,2,1,1,2,2.54,2.37,5.74
72.853,19.0019,3,3,1,1,2,5.65,5.84,9.99
72.8878,19.0565,0,3,1,1,1,2.56,2.77,12.24
72.8513,18.9872,30,3,1,1,0,0.53,0.61,8.4
72.8144,18.996,12,2,1,1,0,9.71,6.72,2.6
72.8671,19.0629,21,3,2,2,1,0.12,0.1,14.34
72.7962,18.9221,0,3,2,3,0,2.66,2.93,8.1
72.8723,18.8751,3,5,3,3,1,2.67,2.84,13.26
72.863,19.059,6,4,3,3,1,0.11,0.1,25.02
72.8611,19.0285,12,2,1,1,1,3.43,2.39,7.82
72.8787,18.884,32,2,1,1,0,1.13,1.33,2.86
72.8485,18.9229,23,4,2,2,0,0.63,0.72,8.17
72.8331,18.9684,50,4,2,2,1,1.84,1.49,8.27
72.8536,18.8942,32,2,1,1,1,8.08,7.65,1.61
72.8475,18.941,5,5,3,4,1,2.73,1.85,14.67
72.8872,18.9275,2,2,1,1,1,6.6,6.95,3.32
72.8266,18.9933,35,2,1,1,1,0.18,0.12,6.62
72.8853,19.0439,32,3,2,2,0,4.74,4.94,6.87
72.8747,19.0339,7,3,2,2,1,2.54,2.94,14.58
72.8133,18.8809,7,4,2,2,0,7.04,5.07,6.43
72.8328,19.0129,15,2,1,1,0,7.66,5.75,4.82
72.7923,18.8834,28,2,1,1,1,0.15,0.11,3.69
72.8986,18.964,34,3,1,1,2,6.99,6.21,5.61
72.8973,18.8961,36,3,2,2,1,1.46,1.17,5.37
72.8314,18.915,5,3,2,2,1,3.61,2.47,8.02
72.84,18.868,20,5,3,4,0,1.53,1.21,11.27
72.8491,18.9065,2,3,1,1,2,0.14,0.1,9.58
72.8312,18.9243,0,3,2,2,0,4.83,5.6,5.69
72.7996,18.9782,0,4,3,3,1,2.81,2.57,11.99
72.8908,18.9248,2,3,1,1,2,0.77,0.76,9.21
72.895,18.9488,11,4,2,2,0,10.02,7.06,4.75
72.8066,19.0624,9,4,2,3,2,0.3,0.31,13.06
72.8135,19.0403,20,4,2,3,1,0.91,0.82,9.62
72.8825,18.9033,50,3,2,2,2,7.9,6.84,2.45
72.8473,18.9756,22,4,2,2,2,0.26,0.18,18.62
72.8861,18.9776,12,2,1,1,1,1.1,0.73,9.48
72.8137,19.0396,6,3,2,2,1,2.49,2.81,8.44
72.8753,18.8903,5,4,2,3,2,2.77,3.42,10.93
72.8736,18.9777,14,2,1,1,1,0.39,0.3,9.44
72.887,18.9459,23,4,2,3,2,3.0,3.3,8.18
72.7874,18.914,2,4,2,2,0,0.29,0.24,10.49
72.8569,18.8758,19,2,1,1,1,1.3,0.96,5.03
72.855,18.893,41,5,3,4,1,5.95,4.3,5.97
72.8663,18.9291,22,3,2,2,2,0.82,0.68,8.06
72.8417,18.9102,18,3,1,1,0,1.66,1.58,4.91
72.8774,19.043,14,2,1,1,0,0.12,0.1,8.82
72.7865,18.9829,3,5,3,4,0,6.16,4.19,10.47
72.8034,18.9091,21,3,2,2,2,0.66,0.58,8.24
72.8171,18.8996,15,4,3,3,1,2.37,2.08,10.38
72.8327,18.9944,7,4,3,3,0,2.13,2.17,19.46
72.7886,18.9192,21,2,1,1,1,3.89,2.72,3.85
72.8386,18.8749,23,5,3,3,0,2.66,2.04,9.7
72.8479,19.0205,9,4,2,2,2,1.8,1.97,19.7
72.8949,18.9545,13,4,2,2,0,11.46,7.84,6.99
72.829,18.9568,4,3,2,2,1,0.96,0.68,17.6
72.7913,18.915,0,3,1,1,1,1.92,1.37,7.72
72.7843,18.9469,0,3,2,2,1,4.49,3.57,7.78
72.8791,19.063,2,3,1,1,0,9.34,6.91,6.72
72.879,18.8993,9,4,2,2,0,10.91,7.38,4.5
72.8703,19.0061,30,5,3,4,1,1.1,1.12,18.87
72.822,18.9348,6,4,3,3,1,2.69,2.18,12.2
72.853,18.8898,22,2,1,1,2,0.09,0.1,5.16
72.8813,19.0104,22,2,1,1,2,8.31,5.54,5.19
72.8076,18.9224,22,3,1,1,0,3.97,3.02,4.04
72.8717,19.0467,2,3,2,2,2,0.56,0.69,20.55
72.8227,18.9841,6,3,1,1,1,3.11,3.25,10.89
72.8561,18.9027,14,3,2,3,2,2.16,2.42,8.9
72.7886,18.8863,19,4,3,3,1,5.32,3.74,8.75
72.8358,18.9339,4,3,2,2,0,1.34,1.06,8.51
72.8032,19.0079,0,5,3,3,0,0.51,0.43,14.9
72.8042,19.0516,26,2,1,1,1,4.48,4.6,3.29
72.8494,18.9779,36,2,1,1,0,2.19,2.23,5.13
72.8978,18.8862,11,4,2,2,1,0.59,0.65,11.13
72.8244,18.9251,25,3,2,2,2,1.2,0.81,7.53
72.7884,18.9049,32,4,3,3,1,0.3,0.32,9.3
72.8338,18.9883,5,2,1,1,2,2.14,1.89,10.26
72.8162,19.0509,2,3,1,1,1,5.0,4.59,5.18
72.867,19.0095,17,4,3,4,1,6.12,6.57,12.67
72.8271,18.961,26,3,2,2,1,2.85,2.03,11.21
72.8243,18.8732,50,3,1,1,1,0.14,0.17,3.28
72.8064,19.0496,5,2,1,1,2,0.28,0.21,6.62
72.8922,18.9149,13,5,3,3,1,1.23,0.94,13.61
72.8468,18.9209,4,4,2,2,0,0.6,0.61,10.28
72.8571,18.9818,6,2,1,1,0,6.95,5.07,5.94
72.8167,19.0286,14,4,2,2,1,0.71,0.57,10.58
72.8005,18.9903,24,4,2,2,1,6.01,4.89,5.77
72.7867,18.8699,14,4,2,3,2,0.41,0.39,12.36
72.8813,18.8977,19,3,2,2,1,6.13,4.45,5.31
72.8109,18.8734,21,4,2,2,1,5.73,4.03,6.26
72.8181,18.9359,5,4,2,2,0,5.57,5.78,6.42
72.7898,18.9972,37,4,3,3,1,12.52,10.77,2.26
72.7893,18.9468,7,3,1,1,0,1.16,0.96,6.19
72.8411,18.9532,3,4,3,3,0,1.29,1.07,22.0
72.8442,19.0422,2,2,1,1,1,0.16,0.12,10.94
72.8962,18.867,6,2,1,1,0,3.28,3.48,4.02
72.8151,18.8692,2,2,1,1,0,0.71,0.49,5.57
72.8,19.0308,2,4,2,2,0,1.9,1.37,9.79
72.7895,19.0009,13,3,1,1,1,2.93,3.18,5.48
72.8857,18.945,14,2,1,1,1,0.7,0.76,4.9
72.8911,18.9628,4,4,3,4,1,2.49,1.72,23.0
72.8367,18.8812,31,4,3,3,0,3.65,3.76,6.07
72.8215,18.9615,3,3,1,1,1,2.49,2.44,12.01
72.8308,18.8999,6,2,1,1,1,4.16,2.97,4.35
72.887,18.9427,4,3,2,2,1,0.47,0.41,9.87
72.8321,19.02,1,4,3,3,1,1.68,1.24,24.29
72.8734,18.9194,50,4,2,2,0,0.43,0.41,4.26
72.8934,18.9491,19,2,1,1,2,0.11,0.12,5.29
72.828,19.0444,50,4,3,3,2,13.63,11.54,3.37
72.8301,19.0058,25,2,1,1,0,1.85,1.47,6.37
72.8289,18.9345,50,4,2,3,0,6.14,5.19,3.02
72.8612,18.9334,7,3,2,2,2,4.28,3.54,8.05
72.8512,19.0274,6,3,1,1,1,0.2,0.18,14.1
72.8261,19.003,18,4,2,2,0,4.94,4.51,11.13
72.853,19.0118,15,2,1,1,0,0.6,0.45,8.21
72.8561,18.8907,17,4,3,3,0,2.85,2.21,8.61
72.8017,19.0362,1,4,3,3,0,0.69,0.68,12.87
72.7887,18.8839,16,4,2,2,1,3.69,2.89,7.74
72.8337,18.8832,3,4,2,2,1,6.29,6.18,7.11
72.801,18.9824,12,4,3,3,0,3.69,2.58,9.12
72.8455,19.0199,7,3,1,1,1,0.98,0.93,13.38
72.8751,18.8825,11,2,1,1,0,1.74,1.38,4.29
72.8811,19.0039,36,3,1,1,0,7.93,5.74,4.37
72.8608,19.0149,1,2,1,1,1,0.85,0.82,11.02
72.8082,18.9225,18,2,1,1,0,0.09,0.1,4.25
72.8411,18.971,40,4,2,2,0,0.77,0.82,10.25
72.8741,18.9344,37,4,2,2,1,1.04,0.86,6.52
72.8458,18.9164,5,4,2,2,1,4.09,3.12,9.11
72.8131,18.9731,14,5,3,3,1,6.36,7.35,7.63
72.8403,19.0166,18,3,2,2,1,1.43,1.28,14.06
72.8912,18.9661,30,4,2,3,0,6.08,4.44,9.32
72.8353,18.9724,6,4,2,3,0,1.89,2.13,17.65
72.8586,18.9311,3,2,1,1,2,0.36,0.25,7.06
72.8625,18.9245,14,2,1,1,0,9.35,7.34,2.24
72.8764,18.9025,8,3,1,1,1,0.78,0.57,6.87
72.8996,18.9767,20,2,1,1,1,4.27,3.24,6.76
72.8672,19.0318,0,4,3,3,2,1.6,1.17,27.46
72.8578,19.0275,1,4,3,3,2,1.76,2.19,25.36
72.8031,19.0192,8,5,3,3,1,5.22,3.56,10.86
72.7853,18.9196,5,2,1,1,2,2.97,2.92,5.21
72.8305,19.0274,2,3,2,2,1,1.56,1.84,16.93
72.8201,18.8833,20,4,3,3,1,2.96,2.09,9.68
72.8099,18.9717,30,3,1,1,1,4.03,4.17,3.6
72.8726,18.9478,7,3,1,1,2,0.9,0.73,8.05
72.799,18.8889,2,3,2,2,0,2.71,2.28,8.12
72.8247,18.9917,13,2,1,1,2,7.02,4.8,7.06
72.8331,18.8685,5,4,2,3,2,4.36,4.01,10.15
72.8943,19.0012,6,2,1,1,0,1.63,1.86,8.21
72.8876,19.0641,0,3,2,2,1,3.15,2.26,15.84
72.829,18.935,2,3,2,2,2,1.28,1.53,10.33
72.8891,19.0091,18,5,3,3,0,5.93,4.25,13.84
72.864,18.9094,18,2,1,1,2,3.92,2.87,4.08
72.8732,19.0594,10,2,1,1,1,0.4,0.27,10.3
72.8578,19.0619,19,2,1,1,0,0.55,0.63,7.53
72.7841,18.9275,11,4,2,2,1,7.47,5.65,6.54
72.8672,18.9598,22,4,2,2,0,1.89,1.69,12.94
72.8415,18.898,21,3,2,3,0,1.76,1.36,6.78
72.7892,18.9477,3,3,2,2,0,1.05,1.27,8.21
72.8957,18.913,13,3,2,2,1,2.91,2.95,7.16
72.892,18.9873,1,2,1,1,0,0.73,0.58,9.35
72.7863,19.0643,11,4,2,2,2,1.97,2.43,10.11
72.795,18.9525,8,3,2,2,1,0.83,0.74,9.36
72.7955,19.0395,11,3,1,1,1,2.64,2.67,5.43
72.805,18.9609,3,3,2,2,1,1.34,1.34,9.3
72.8136,18.9609,50,4,3,3,1,1.49,1.01,5.61
72.8743,18.9128,2,2,1,1,2,0.46,0.37,7.13
72.8152,18.9815,5,3,2,3,0,0.46,0.51,8.97
72.863,18.9416,7,2,1,1,2,2.66,2.2,4.98
72.8529,18.9272,34,3,1,1,2,4.22,5.16,3.27
72.8323,19.0099,15,3,2,3,1,1.39,1.61,15.46
72.8407,19.0283,29,4,3,4,2,4.73,4.1,14.81
72.832,18.8738,1,3,2,2,2,1.48,1.76,10.3
72.886,18.8873,13,3,2,2,2,0.12,0.14,9.84
72.7852,19.005,2,4,3,3,0,1.12,0.78,12.73
72.8845,18.883,4,2,1,1,0,1.13,1.23,5.08
72.875,18.9045,7,2,1,1,0,1.64,1.92,4.62
72.8723,19.0461,18,2,1,1,1,2.62,2.21,7.9
72.7927,19.0496,9,3,2,2,1,8.02,7.95,4.3
72.851,19.0335,12,4,2,3,2,3.93,3.86,16.92
72.7915,18.93,3,4,2,2,2,2.61,1.85,11.28
72.8985,18.901,1,2,1,1,1,3.52,3.04,4.89
72.8352,18.9089,1,3,2,2,0,2.7,2.3,7.69
72.8181,18.9692,39,2,1,1,0,0.1,0.1,2.82
72.855,18.9637,10,4,3,3,2,2.0,1.35,24.08
72.8543,19.064,9,4,3,3,1,2.95,2.44,19.8
72.7844,19.0108,5,2,1,1,1,1.51,1.68,5.63
72.8872,18.9092,12,3,2,3,2,2.21,1.91,9.5
72.8322,18.8866,1,4,2,2,1,0.59,0.63,12.25
72.8216,18.9313,8,5,3,3,0,5.19,4.94,8.78
72.7893,18.9065,50,4,2,2,1,0.93,0.98,4.73
72.8643,18.8817,21,4,2,2,1,3.29,2.25,8.33
72.8109,18.9032,1,2,1,1,1,1.36,1.25,6.01
72.8751,18.8911,1,4,3,3,2,0.56,0.59,16.22
72.8561,19.0264,50,2,1,1,2,6.58,6.14,3.34
72.8362,18.8897,11,3,2,3,0,0.19,0.22,8.9
72.8207,18.9207,7,3,1,1,0,1.59,1.12,6.52
72.8881,19.0106,23,3,2,3,1,4.83,3.79,10.84
72.8115,18.9499,50,3,2,2,1,1.25,1.45,3.45
72.8323,18.9624,41,3,1,1,2,4.24,2.92,6.42
72.8328,18.9963,10,3,1,1,1,5.1,4.46,8.81
72.8765,18.8809,21,4,3,4,0,9.73,7.12,4.97
72.8236,18.8946,17,4,2,2,0,4.66,3.12,6.76
72.793,19.019,35,3,2,2,0,7.52,5.43,3.06
72.7922,18.9755,23,2,1,1,0,0.15,0.15,3.98
72.8362,18.9617,12,3,2,2,1,0.13,0.1,16.53
72.8808,18.9377,1,5,3,3,1,1.72,1.16,15.05
72.818,18.8793,5,2,1,1,2,0.13,0.1,6.17
72.8146,18.9809,1,3,2,3,0,11.46,11.36,2.79
72.8344,18.9414,14,3,2,2,2,0.73,0.71,9.57
72.8599,19.0255,11,5,3,4,2,0.75,0.5,30.21
72.8382,19.0037,3,4,2,2,1,0.4,0.29,21.41
72.7995,18.8729,16,2,1,1,1,3.02,2.97,4.13
72.8008,18.877,1,5,3,3,0,2.15,2.21,12.37
72.7876,19.044,43,4,2,2,0,0.84,0.92,5.44
72.7981,18.8707,7,4,2,2,0,0.41,0.48,10.05
72.8147,18.9936,3,2,1,1,1,4.27,3.73,4.74
72.7899,19.0351,3,3,2,2,2,8.63,9.06,4.56
72.8919,19.018,0,2,1,1,1,5.38,4.5,7.53
72.8234,18.976,17,3,1,1,1,2.12,1.99,9.78
72.7848,18.9437,2,3,2,2,0,0.38,0.4,9.46
72.817,18.8777,44,4,3,4,1,4.67,3.17,5.58
72.8087,19.0514,1,3,2,2,0,0.15,0.1,9.65
72.7861,18.8781,30,3,2,2,2,0.52,0.35,7.1
72.8609,18.8671,16,4,2,2,2,0.74,0.55,11.22
72.8142,19.041,6,2,1,1,0,2.27,2.62,4.17
72.867,18.9922,8,2,1,1,0,0.45,0.53,9.3
72.8872,18.9392,38,3,1,1,1,5.99,4.11,2.78
72.8656,18.978,36,3,1,1,1,3.62,2.95,6.87
72.896,18.8954,18,4,2,2,1,1.8,1.25,8.76
72.8984,18.9621,24,3,2,2,1,0.21,0.18,13.45
72.85,19.053,7,4,2,2,0,1.72,1.48,16.92
72.8948,18.9987,3,2,1,1,2,3.99,2.84,9.37
72.7942,18.9664,9,4,2,2,1,0.09,0.1,11.51
72.7887,19.0323,24,3,2,2,2,0.82,0.73,7.86
72.8016,18.9541,8,2,1,1,2,0.6,0.68,6.35
72.8368,18.8684,6,2,1,1,1,2.56,2.43,4.52
72.885,18.8726,5,3,2,2,1,1.35,0.95,8.99
72.7938,19.0116,7,4,2,3,1,3.08,2.21,9.97
72.8701,19.0615,0,2,1,1,0,0.61,0.56,9.96
72.8306,19.0611,0,4,3,3,2,2.46,2.3,25.08
72.8541,18.8711,17,3,2,2,1,1.18,0.94,8.31
72.8117,18.8766,14,4,3,4,1,1.48,1.73,11.48
72.8966,18.8771,10,4,3,3,0,3.65,3.28,9.13
72.8301,19.0658,38,3,1,1,0,1.18,1.29,6.62
72.8802,18.8771,29,3,2,3,2,1.17,1.22,8.04
72.8373,18.9651,50,4,3,3,0,0.93,1.11,9.0
72.7959,18.9716,50,3,2,2,2,1.4,1.53,3.89
72.8893,18.9026,30,3,1,1,1,0.1,0.1,5.4
72.8652,18.9761,11,3,2,2,1,0.98,0.92,15.76
72.8806,18.975,15,3,2,2,1,3.85,2.7,12.35
72.8231,19.0411,6,3,2,2,1,0.87,0.74,17.08
72.8402,18.9015,2,4,2,3,1,1.69,1.6,12.17
72.8304,18.9705,1,3,2,3,1,3.47,4.24,14.97
72.837,18.9913,10,4,2,3,0,2.63,2.04,16.0
72.7851,18.9798,49,3,1,1,2,2.88,3.38,2.85
72.8308,18.9796,33,2,1,1,1,0.72,0.69,6.6
72.8916,18.9684,22,3,1,1,2,2.81,2.98,9.54
72.8991,18.9785,2,4,3,4,2,2.32,2.35,25.88
72.8364,19.0504,11,3,2,2,1,0.37,0.28,16.25
72.8523,18.9598,50,2,1,1,0,2.57,2.98,3.13
72.8298,18.9392,24,4,3,3,0,0.45,0.31,9.34
72.8606,18.9176,2,3,2,3,1,4.22,4.14,7.87
72.7898,18.8727,50,3,2,2,0,4.46,4.38,3.11
72.8403,18.9937,2,2,1,1,2,0.1,0.1,12.58
72.8742,19.005,16,2,1,1,1,0.79,0.9,8.84
72.8079,18.9453,5,2,1,1,0,1.41,1.2,5.0
72.8315,18.9275,5,3,2,2,1,2.67,2.59,8.29
72.8446,19.06,4,3,2,2,1,4.05,3.5,13.56
72.8315,19.0648,8,3,2,2,1,1.44,1.23,15.66
72.8671,18.9026,8,4,3,3,1,0.33,0.28,13.47
72.7956,18.9692,13,2,1,1,2,2.99,2.08,4.94
72.8967,18.9335,32,3,2,2,1,0.67,0.52,6.52
72.899,18.8939,2,3,1,1,1,0.75,0.6,7.84
72.7838,18.8861,38,4,2,3,1,1.16,1.27,6.66
72.8781,18.9049,1,3,1,1,1,0.55,0.41,8.11
72.8083,19.0543,1,3,1,1,0,0.71,0.68,7.27
72.7924,18.999,3,3,2,2,1,5.92,6.44,5.81
72.8469,18.8893,15,5,3,3,0,0.53,0.47,12.3
72.7921,18.9506,0,3,2,3,1,0.72,0.64,11.34
72.8809,18.9386,23,4,2,3,1,0.65,0.51,8.99
72.8269,18.9374,1,3,2,2,2,0.69,0.62,11.29
72.8227,18.9943,9,4,3,3,1,0.23,0.24,24.44
72.8668,18.9083,7,3,2,2,2,0.77,0.72,9.91
72.8794,18.994,12,4,2,2,0,2.74,1.86,15.07
72.8079,18.9157,1,4,2,2,2,8.4,7.68,6.63
72.8997,18.9853,14,4,3,3,2,6.74,7.52,12.65
72.862,19.0411,3,4,3,3,0,6.92,5.45,13.69
72.8758,19.0226,4,3,1,1,1,3.66,3.34,10.65
72.8229,18.9574,3,4,2,2,0,3.25,2.61,15.82
72.8606,19.0586,12,3,2,2,0,5.03,3.67,10.5
72.7949,19.0124,2,3,2,2,1,1.77,1.59,8.91
72.7962,18.9093,4,4,2,3,2,1.83,1.43,12.9
72.7959,19.0194,31,3,2,2,0,1.51,1.05,5.52
72.8925,19.0215,26,2,1,1,2,3.32,2.75,6.73
72.8868,18.9546,3,3,2,3,1,2.7,1.99,17.03
72.899,18.9711,13,3,2,2,0,3.91,3.95,10.49
72.864,18.8941,25,2,1,1,2,1.14,0.84,5.23
72.8638,18.9078,50,4,2,2,1,1.07,0.94,5.07
72.8027,19.0553,14,3,2,2,1,2.98,1.99,7.58
72.7923,18.919,11,3,2,2,1,4.94,4.04,6.7
72.8993,19.0625,26,3,2,2,2,3.88,3.45,10.9
72.7854,18.9215,36,2,1,1,1,0.82,0.87,3.23
72.8133,18.9924,5,3,2,2,1,2.88,2.53,7.9
72.8159,19.0451,29,4,3,3,1,1.0,0.76,9.18
72.8388,18.9519,12,4,3,3,1,1.69,1.63,20.74
72.831,19.0417,3,2,1,1,1,0.68,0.83,10.26
72.8465,19.0554,8,3,2,2,0,0.84,0.81,14.83
72.8314,19.0569,11,2,1,1,1,2.66,2.09,8.69
72.8535,18.9395,11,4,3,3,1,0.92,0.76,12.47
72.8323,18.8748,4,4,3,3,2,0.69,0.81,14.93
72.825,18.9043,31,2,1,1,0,0.17,0.21,3.34
72.7897,18.8871,19,3,2,2,1,1.55,1.93,7.34
72.7849,19.0177,5,2,1,1,0,1.2,1.28,4.7
72.8797,18.904,1,3,1,1,1,4.44,4.05,5.79
72.8743,18.9839,22,2,1,1,2,1.1,0.77,9.05
72.8168,18.925,5,3,2,2,1,5.59,5.41,6.29
72.8854,19.0031,5,3,2,3,1,0.51,0.57,19.26
72.7993,19.0284,17,2,1,1,1,0.09,0.1,5.29
72.8579,19.0634,14,3,1,1,1,0.28,0.31,12.22
72.8669,19.0138,2,3,2,2,1,1.62,1.19,17.51
72.8938,18.9513,19,4,2,2,1,0.78,0.87,16.74
72.8571,19.0585,6,3,1,1,0,5.24,4.35,8.07
72.871,19.0266,28,4,2,3,1,0.34,0.39,16.11
72.8189,18.9827,11,2,1,1,1,1.09,0.91,5.5
72.8887,18.8977,5,3,2,2,0,1.94,1.92,7.8
72.8779,19.0189,14,2,1,1,2,1.12,1.05,9.9
72.7896,18.9878,7,2,1,1,1,3.76,4.4,4.3
72.8026,18.934,50,4,2,2,0,1.21,1.22,4.36
72.7845,18.981,3,4,2,2,1,6.38,4.54,7.86
72.8299,19.0486,50,4,2,2,1,2.64,2.38,7.16
72.8139,18.8846,8,2,1,1,0,4.88,4.05,2.94
72.8072,18.8705,5,2,1,1,0,6.45,5.93,3.3
72.838,19.0581,50,3,2,3,0,1.92,2.01,6.56
72.8007,19.0462,1,2,1,1,2,2.7,2.88,5.61
72.8232,18.9684,33,3,2,2,1,1.91,1.34,10.35
