Longitude,Latitude,House_Age,Total_Rooms,Total_Bedrooms,Bathrooms,Parking,Dist_Mall_KM,Dist_Metro_KM,prediction
72.8306,18.9751,32,3,1,1,1,0.75,0.59,8.9683
72.8491,18.9062,2,4,2,2,1,1.18,0.81,11.660100000000009
72.7863,18.8781,2,5,3,3,1,0.24,0.29,16.324100000000005
72.8599,18.9423,5,3,2,2,0,0.13,0.1,8.931300000000004
72.8867,19.0228,1,4,3,3,0,1.94,2.14,20.498199999999997
72.7979,18.947,3,4,2,3,0,0.93,1.15,11.22509999999999
72.831,19.0531,9,4,3,3,1,3.41,2.33,19.88249999999999
72.7896,18.9806,5,2,1,1,0,6.78,7.36,2.7497000000000025
72.8528,19.0219,22,3,2,3,0,0.81,0.83,12.643300000000005
72.8366,19.0221,17,4,3,4,2,4.31,2.92,18.003299999999996
72.796,18.9398,45,2,1,1,1,1.02,0.71,2.7116000000000016
72.8456,19.0352,20,4,3,3,2,6.81,8.06,11.486199999999997
72.8045,18.984,6,2,1,1,2,0.12,0.1,6.469400000000003
72.874,18.9881,6,4,2,2,0,3.49,3.6,14.9356
72.8456,19.0312,5,2,1,1,1,2.63,2.44,8.992999999999997
72.8734,19.0318,11,4,2,2,1,1.33,1.47,18.31500000000001
72.8906,19.0163,14,5,3,4,1,2.52,2.09,22.09440000000001
72.7958,19.0191,18,4,3,3,2,1.84,1.74,11.49980000000001
72.8479,18.9403,4,4,2,2,2,3.04,3.11,10.316200000000006
72.8212,18.993,23,2,1,1,0,4.57,4.54,5.407399999999998
72.8211,19.0354,4,2,1,1,0,0.23,0.23,9.588299999999993
72.8278,18.9956,6,4,3,3,1,1.99,1.65,22.904899999999994
72.863,19.0513,16,3,2,2,1,0.8,0.63,15.270999999999992
72.7894,18.9619,50,4,2,2,2,0.1,0.1,5.429300000000001
72.8915,18.9401,40,3,2,3,1,3.61,2.56,4.729699999999998
72.8554,18.893,3,3,2,2,1,1.76,2.08,9.251700000000007
72.7901,19.0179,7,4,2,2,1,1.59,1.36,11.069900000000013
72.8764,18.8921,16,2,1,1,1,0.09,0.1,5.245799999999997
72.8729,18.9039,6,2,1,1,0,2.05,2.06,4.629400000000001
72.8879,19.0052,8,4,3,3,0,1.58,1.47,20.223199999999984
72.8,19.0045,12,3,1,1,0,1.82,1.51,6.2411999999999965
72.8734,19.0583,7,3,1,1,0,0.94,0.64,12.0156
72.8472,18.9528,9,3,2,2,0,3.93,3.36,12.012100000000002
72.8115,18.8836,10,4,3,3,1,2.17,1.52,12.0133
72.8129,19.0107,46,2,1,1,0,0.21,0.2,2.661699999999999
72.8638,18.9636,8,2,1,1,2,0.89,0.69,11.131700000000002
72.8974,19.017,20,2,1,1,0,0.1,0.1,7.517300000000006
72.8077,18.9187,23,2,1,1,2,0.17,0.14,4.947900000000003
72.8011,19.0237,8,2,1,1,1,0.97,1.0,5.509200000000001
72.8224,18.9463,2,2,1,1,2,1.17,1.01,6.446800000000003
72.898,18.974,44,2,1,1,0,1.31,1.36,4.270199999999997
72.8908,18.8706,11,4,3,3,2,1.17,0.83,13.504700000000009
72.825,18.9646,39,2,1,1,0,4.84,3.25,4.745099999999997
72.788,18.8937,13,3,2,3,0,1.1,1.06,7.637999999999993
72.8238,18.9984,5,4,2,3,2,6.56,4.55,14.850700000000003
72.833,18.8989,6,2,1,1,2,0.4,0.39,6.3146
72.8249,18.883,1,3,2,2,0,4.06,3.0,7.354000000000005
72.8345,18.8998,8,2,1,1,1,0.28,0.27,5.640400000000002
72.8019,18.988,3,4,3,3,1,1.24,0.96,14.399099999999999
72.869,19.0657,25,2,1,1,1,1.98,2.09,6.899799999999998
72.8872,18.9375,11,2,1,1,2,5.78,6.2,3.5395000000000016
72.8611,18.9986,5,3,2,2,1,1.44,1.43,16.651799999999998
72.8073,18.9924,1,2,1,1,1,2.81,2.17,5.235100000000001
72.888,18.932,16,3,2,3,1,9.75,8.29,4.019099999999999
72.8101,18.9346,1,4,2,2,1,2.49,1.77,10.971499999999997
72.8545,19.0121,9,4,3,3,1,1.3,1.13,23.220200000000006
72.831,18.9587,20,2,1,1,0,1.82,1.35,7.086100000000005
72.7959,18.9829,12,5,3,3,2,5.49,5.08,8.224200000000007
72.8117,18.9422,9,2,1,1,1,0.38,0.25,5.650700000000001
72.892,18.9445,9,4,3,3,1,4.32,4.77,9.458000000000006
72.8031,19.0551,2,4,3,3,1,0.34,0.37,14.7333
72.7882,18.9981,12,2,1,1,1,1.57,1.85,4.7228999999999965
72.8805,18.9192,28,4,2,2,1,5.19,3.51,6.182399999999999
72.8749,19.066,5,3,2,2,1,0.78,0.54,17.7366
72.8174,18.9495,12,3,1,1,1,4.27,3.41,5.551399999999998
72.8656,18.8936,4,4,3,3,1,1.29,1.05,13.535099999999993
72.8423,18.9236,50,2,1,1,1,0.96,0.77,2.409900000000001
72.8327,18.89,5,2,1,1,1,2.12,1.88,5.205300000000005
72.8897,18.9134,7,2,1,1,2,5.69,5.31,3.7913
72.8183,18.8877,9,2,1,1,0,0.36,0.38,4.7548
72.8232,19.0099,3,4,2,2,2,3.33,3.96,17.268800000000013
72.8104,18.896,1,2,1,1,1,0.72,0.82,5.895600000000002
72.8818,18.9007,3,2,1,1,0,1.19,0.97,5.185999999999999
72.8596,19.0421,12,3,2,2,1,0.75,0.57,16.040200000000002
72.8461,19.0086,17,4,2,2,1,6.27,6.85,10.211300000000001
72.8822,19.0132,4,3,2,2,2,0.41,0.29,20.613800000000005
72.8313,18.9875,3,4,3,4,1,2.02,1.72,23.772700000000004
72.8716,18.9181,10,2,1,1,0,5.14,3.9,3.5494000000000003
72.8712,18.9946,13,2,1,1,2,5.15,3.98,7.341200000000002
72.862,18.8865,33,4,3,3,1,0.43,0.53,8.622500000000008
72.8002,18.9936,10,4,2,3,2,12.17,15.0,3.059000000000002
72.8166,18.9768,8,3,2,2,1,7.89,5.82,5.858900000000001
72.8454,19.0558,16,2,1,1,1,0.31,0.31,9.035000000000007
72.8462,18.9393,0,4,2,2,2,0.46,0.38,13.211999999999994
72.8119,19.0652,21,4,2,2,1,0.61,0.72,8.833400000000001
72.8632,19.0401,9,5,3,3,1,1.45,1.3,24.91969999999999
72.8237,18.9258,3,2,1,1,1,8.15,6.95,3.0395
72.8381,19.0486,36,3,2,2,0,3.47,2.57,8.864199999999995
72.8286,18.9157,14,2,1,1,1,1.18,1.04,4.8079
72.7852,19.0231,6,4,3,3,0,0.46,0.49,12.328200000000004
72.8074,18.9359,0,3,2,3,2,0.21,0.19,11.991399999999988
72.8194,19.0177,0,3,1,1,1,0.62,0.44,7.7602999999999955
72.8871,18.9108,12,4,3,3,1,0.32,0.23,12.989100000000006
72.8871,18.8693,32,2,1,1,2,5.15,4.98,2.7382
72.7927,18.899,2,4,3,4,2,13.42,9.67,4.983900000000002
72.7897,19.0041,12,2,1,1,0,1.94,2.38,4.260000000000003
72.8494,19.0005,20,4,3,3,0,3.62,3.49,15.090500000000002
72.8346,19.0526,23,3,1,1,1,14.11,12.13,2.401300000000001
72.8628,18.9897,40,5,3,3,1,8.58,9.9,5.439200000000003
72.8885,18.9808,6,3,2,2,0,1.54,1.39,14.6728
72.8304,18.8728,47,4,2,3,1,0.78,0.58,5.414300000000002
72.851,18.9273,5,3,2,2,1,0.24,0.17,9.923700000000002
72.8229,18.8891,1,2,1,1,0,0.17,0.16,5.5513999999999974
72.884,18.9057,5,3,2,2,1,0.53,0.66,9.732500000000005
72.8932,18.875,3,3,2,2,0,2.65,2.91,7.645900000000001
72.8131,19.0174,8,4,3,3,1,6.2,6.23,7.3253999999999975
72.8316,18.9506,22,2,1,1,1,2.41,1.9,6.615000000000002
72.8427,18.9673,21,3,2,2,2,1.1,1.12,14.971400000000003
72.8053,19.0606,7,3,2,2,1,0.24,0.19,9.872600000000002
72.8419,18.9675,6,4,3,3,1,2.91,2.73,20.7669
72.8253,18.9359,5,4,2,2,0,2.84,3.19,8.753900000000002
72.8103,18.8754,11,2,1,1,2,2.93,3.33,4.729499999999999
72.792,18.9772,6,2,1,1,0,0.74,0.89,4.801000000000002
72.832,18.9151,8,2,1,1,0,0.21,0.24,4.9873
72.8224,18.8803,11,4,3,3,1,0.54,0.4,12.684800000000003
72.7955,19.033,2,4,3,3,1,3.47,3.06,11.274799999999992
72.801,18.9374,16,3,2,2,1,0.97,0.81,8.378199999999998
72.8034,19.051,6,2,1,1,1,2.59,1.86,5.327899999999997
72.8069,19.0344,7,4,3,3,0,6.0,4.58,8.676999999999998
72.8247,18.9594,35,2,1,1,1,1.49,1.22,6.519900000000003
72.8837,18.9556,7,3,2,2,2,2.61,1.91,17.342800000000008
72.8398,18.9487,21,3,1,1,0,14.93,10.48,1.927200000000001
72.7936,18.9086,12,2,1,1,1,2.47,3.09,4.263000000000001
72.8459,19.0371,9,4,2,2,1,0.39,0.37,19.829700000000006
72.8648,19.036,42,2,1,1,1,0.25,0.22,6.275299999999994
72.8189,18.899,4,4,2,3,0,0.13,0.1,10.997599999999998
72.826,19.0478,8,4,2,3,1,0.28,0.25,20.5798
72.8225,19.0191,8,5,3,3,0,3.86,3.86,17.6969
72.8847,19.0564,14,4,2,3,1,0.13,0.1,18.994
72.8582,18.9486,50,3,2,2,2,0.47,0.37,4.366300000000001
72.8174,18.905,16,3,2,2,2,1.17,0.8,8.993099999999997
72.8817,18.9901,25,4,3,3,1,2.04,1.74,17.38740000000002
72.8583,19.0059,26,4,3,4,1,6.83,7.07,10.930299999999994
72.787,18.9289,12,3,1,1,0,12.69,8.61,2.2503
72.8079,19.0188,15,4,3,3,2,0.95,0.93,12.905000000000014
72.7899,18.9406,3,2,1,1,2,0.27,0.19,6.796000000000004
72.8094,18.9643,18,3,2,2,1,0.83,0.85,8.031
72.8251,19.0489,2,4,2,2,0,0.31,0.28,19.570599999999985
72.8178,18.9448,47,2,1,1,0,4.15,3.5,1.979200000000001
72.8421,18.9697,44,3,1,1,1,13.16,11.68,2.168599999999999
72.8289,18.9868,3,3,2,2,1,6.09,5.27,11.4812
72.8505,19.0077,20,2,1,1,1,0.79,0.66,8.099400000000008
72.8466,18.8694,9,4,2,2,0,2.28,1.62,8.694999999999999
72.7968,18.9723,13,4,2,2,2,3.72,4.06,8.138699999999996
72.8689,18.9895,11,4,3,3,1,5.11,5.58,15.4593
72.8031,19.0433,25,3,2,2,1,0.3,0.33,7.661199999999996
72.8704,18.8856,18,3,2,2,2,10.48,8.06,3.9865999999999997
72.795,18.9915,16,4,2,2,0,2.77,2.1,8.690000000000005
72.8445,18.9635,0,3,2,3,0,5.32,5.16,11.571400000000006
72.7863,18.8766,6,4,2,3,1,2.07,1.38,11.002999999999997
72.8598,18.8959,7,3,2,3,2,6.59,5.63,6.948800000000002
72.8171,18.9341,26,4,3,3,0,0.74,0.86,9.277500000000005
72.7894,18.8961,4,2,1,1,1,1.96,1.35,5.593300000000004
72.8334,19.0117,49,3,2,2,1,5.1,3.54,6.475200000000002
72.8681,19.0136,10,3,2,2,1,1.75,2.05,15.150199999999993
72.8929,19.0618,0,3,2,2,1,0.33,0.27,19.303500000000028
72.8239,18.9306,50,3,2,2,0,15.84,11.25,1.9468
72.8741,18.9495,5,4,2,2,1,8.86,6.85,5.9634
72.8451,19.0053,11,2,1,1,2,5.61,4.18,7.558199999999995
72.8704,18.9225,19,2,1,1,0,0.67,0.62,4.165400000000002
72.8544,18.9,0,3,2,2,1,0.77,0.59,10.186900000000003
72.8208,19.0655,2,2,1,1,2,0.49,0.43,12.109099999999996
72.8403,18.9172,39,4,3,3,0,5.99,4.27,5.064200000000001
72.8525,18.8757,0,4,2,3,1,2.42,2.35,11.0983
72.8617,18.876,2,2,1,1,1,1.97,1.46,5.818499999999997
72.8496,18.9541,10,3,2,3,2,0.37,0.32,19.072799999999994
72.8627,18.8689,1,2,1,1,1,0.18,0.12,5.968599999999999
72.8051,18.8949,3,4,2,2,2,0.11,0.1,13.047599999999989
72.8422,18.9805,11,3,2,2,0,1.31,0.88,14.30429999999999
72.7837,18.912,11,4,2,2,1,3.79,4.68,7.799599999999997
72.8127,18.9926,12,5,3,3,1,0.21,0.18,13.539199999999994
72.8347,18.9486,40,4,2,2,0,3.56,2.57,4.9994000000000005
72.8638,18.8745,14,3,2,2,1,0.45,0.33,8.892299999999992
72.8202,18.9472,14,2,1,1,0,2.11,2.6,4.341300000000001
72.8987,18.9049,2,4,2,2,0,10.17,10.44,3.6569
72.8231,18.8827,2,3,2,2,1,2.18,1.89,9.313600000000006
72.8736,18.9706,16,3,2,3,2,1.92,1.51,15.552399999999999
72.8716,18.9673,0,2,1,1,1,0.12,0.13,11.265600000000001
72.7996,18.9502,7,4,2,2,2,0.21,0.2,13.142600000000002
72.8849,19.0457,15,3,2,2,0,1.38,1.65,13.041100000000005
72.801,19.0099,1,5,3,3,0,1.22,1.14,13.850400000000004
72.8879,18.9243,34,2,1,1,0,4.87,4.31,2.4041999999999994
72.8064,19.0339,9,4,2,2,0,3.23,2.75,8.638999999999998
72.8657,18.8882,6,3,2,2,0,6.73,5.84,5.614300000000002
72.8568,19.0119,15,2,1,1,0,4.83,4.75,5.416599999999999
72.7894,18.9114,14,3,2,2,1,2.06,1.8,7.890899999999999
72.8219,19.0242,5,3,2,2,0,1.33,1.35,15.156399999999994
72.8491,18.9182,16,3,1,1,1,3.83,2.57,5.597700000000002
72.8636,18.9082,11,2,1,1,0,3.66,4.01,3.5473000000000012
72.8401,18.8975,14,5,3,3,1,0.18,0.16,14.121299999999994
72.8,18.9829,9,3,2,2,1,4.05,3.82,7.058199999999996
72.8927,18.9985,1,2,1,1,2,3.77,2.55,9.424600000000002
72.8593,18.9611,39,3,1,1,1,7.39,5.26,4.172899999999999
72.8229,18.9223,12,3,2,2,1,0.91,1.01,8.8601
72.8916,19.0186,0,3,2,2,1,2.45,2.57,15.302299999999985
72.7964,18.867,12,4,2,2,1,4.03,5.01,7.588899999999996
72.8208,18.9969,3,3,1,1,1,1.32,1.42,13.341800000000003
72.8095,18.9951,32,4,2,2,1,6.73,5.67,5.183899999999999
72.7991,18.8791,2,3,2,2,1,2.64,2.38,8.844000000000005
72.8031,18.9824,7,2,1,1,1,0.51,0.49,5.7512
72.8396,18.969,0,4,3,3,0,0.28,0.2,24.016200000000016
72.8543,18.9977,17,3,1,1,1,3.35,3.87,8.786799999999994
72.8334,18.9957,31,4,3,3,2,0.96,0.73,17.932899999999997
72.8578,18.9679,3,4,3,3,1,2.66,2.47,21.630399999999998
72.8077,18.9682,5,2,1,1,1,4.95,3.58,4.338100000000005
72.7874,19.0625,31,2,1,1,0,11.91,12.07,1.323899999999999
72.8863,19.014,6,4,3,4,1,0.28,0.32,25.489199999999993
72.868,18.8996,14,4,2,2,1,1.89,1.32,9.9871
72.8893,19.0562,3,2,1,1,0,1.48,1.55,8.7094
72.8773,18.9377,0,2,1,1,2,4.0,2.73,5.5429
72.7906,18.955,1,2,1,1,0,1.33,1.65,5.248599999999998
72.8667,19.0518,0,5,3,3,0,1.66,1.7,24.009300000000003
72.8931,19.0008,34,2,1,1,1,1.03,0.99,6.373700000000001
72.8416,18.9876,16,3,2,2,0,0.88,0.98,13.536400000000004
72.7992,18.9151,26,3,1,1,2,0.83,0.75,5.756000000000001
72.7838,18.8966,6,3,2,2,1,2.03,1.75,8.927999999999999
72.8999,18.8819,5,4,3,4,2,3.06,3.68,12.1988
72.7838,18.9843,1,2,1,1,0,2.97,2.21,4.326500000000003
72.8442,18.9131,8,3,1,1,1,2.08,1.53,6.607300000000005
72.8519,18.9052,7,4,2,2,1,3.19,2.44,9.629299999999994
72.7916,18.9995,2,3,1,1,1,1.63,1.89,6.726999999999997
72.8184,18.9035,16,2,1,1,0,1.63,1.32,4.337400000000005
72.8182,18.9257,26,3,2,2,0,0.42,0.39,6.759599999999997
72.8341,18.8808,14,4,3,3,0,0.83,0.73,11.413599999999992
72.8295,18.9585,50,2,1,1,1,4.54,5.13,3.290999999999999
72.8834,18.9645,2,4,2,2,1,0.36,0.44,22.376100000000005
72.821,19.0376,21,3,2,2,1,0.6,0.53,14.111500000000003
72.8032,19.0014,1,2,1,1,0,5.12,3.55,3.899400000000002
72.827,18.9774,10,3,1,1,0,4.07,2.77,9.062999999999999
72.8239,19.0448,6,2,1,1,1,8.01,6.78,5.422599999999999
72.8374,18.8765,1,3,1,1,1,0.62,0.58,8.0012
72.8106,18.9105,9,3,2,2,0,1.2,1.07,7.9521999999999915
72.8325,18.9334,4,4,2,2,0,0.15,0.12,10.848899999999999
72.7839,18.9774,5,4,2,2,1,1.62,1.59,11.126000000000003
72.8197,18.8933,8,3,2,2,2,1.74,1.39,9.554000000000006
72.8478,18.9586,8,4,2,2,1,5.46,6.07,12.482999999999999
72.8216,18.9795,30,5,3,4,1,4.38,3.31,13.689300000000003
72.8942,19.0118,13,3,2,2,1,3.02,3.64,12.9377
72.8618,19.0345,42,2,1,1,0,1.78,1.92,5.279299999999996
72.8672,19.0564,23,5,3,3,1,4.78,3.24,15.49399999999999
72.8024,18.9521,8,4,2,2,1,1.1,1.17,11.057700000000006
72.8911,18.9239,37,3,1,1,1,1.9,1.71,3.5233
72.8206,18.915,6,3,2,2,1,7.48,8.85,4.429300000000001
72.8098,19.0629,8,4,3,3,1,1.77,1.72,13.0084
72.8224,18.9292,10,4,3,3,1,0.86,0.58,12.7664
72.8023,18.8764,1,2,1,1,0,2.4,1.83,4.881000000000004
72.7975,18.867,16,2,1,1,2,5.11,3.72,3.923299999999999
72.8233,18.914,3,3,1,1,1,1.73,1.65,7.15869999999999
72.8051,19.0085,8,3,1,1,0,0.9,0.61,6.614699999999994
72.7859,19.0539,47,3,2,2,1,0.52,0.65,4.418300000000002
72.7853,19.053,9,3,1,1,0,0.58,0.41,6.803799999999999
72.8749,18.8692,5,2,1,1,1,0.42,0.31,5.871900000000002
72.7886,18.9913,0,5,3,4,0,5.18,6.29,7.338999999999999
72.8827,18.9809,30,2,1,1,2,0.35,0.35,7.539600000000004
72.8221,19.0097,17,2,1,1,1,1.49,1.36,8.5743
72.7899,18.8748,1,5,3,4,0,0.86,0.99,14.72530000000001
72.866,18.874,24,4,2,3,1,0.29,0.3,8.6212
72.8099,19.0559,2,3,1,1,0,3.54,3.88,5.483300000000002
72.8561,19.0166,28,3,1,1,2,1.87,2.11,8.835300000000004
72.8668,18.9997,3,4,2,3,1,0.82,0.65,22.209400000000006
72.873,18.9467,9,4,2,2,1,10.12,10.22,3.8067999999999995
72.8985,18.9843,10,4,2,2,1,0.72,0.77,19.2254
72.8194,19.0296,4,2,1,1,1,2.6,1.85,5.418699999999998
72.7893,18.8878,48,3,2,2,1,1.9,2.02,4.321700000000002
72.8011,18.8953,4,4,3,3,1,2.65,2.51,12.036299999999999
72.7857,18.8716,15,2,1,1,1,1.73,1.29,4.641300000000001
72.8619,19.055,9,3,2,2,1,1.47,1.69,15.803499999999996
72.7993,18.8727,1,2,1,1,0,22.0,15.0,1.3108000000000002
72.8132,18.8678,7,2,1,1,1,1.73,1.26,5.412200000000002
72.8942,18.9833,1,3,1,1,2,4.99,4.15,10.41939999999999
72.7842,18.8824,1,2,1,1,0,0.23,0.26,5.465900000000001
72.8277,19.0338,4,3,2,2,0,0.1,0.11,16.591999999999995
72.8546,18.9641,5,3,1,1,2,7.98,5.59,7.438300000000002
72.8657,18.9984,1,3,1,1,2,0.9,1.04,15.006499999999992
72.8169,18.9659,18,3,1,1,1,2.85,2.35,5.323299999999998
72.8237,18.9512,7,3,2,2,2,0.5,0.35,19.245399999999993
72.8875,18.9695,4,2,1,1,1,0.27,0.19,10.679300000000001
72.8039,19.0354,1,4,2,3,2,0.23,0.19,13.98119999999999
72.8332,18.9872,19,3,2,2,2,1.26,1.2,15.340199999999996
72.8792,18.9345,0,5,3,3,1,2.55,1.81,14.256499999999994
72.804,18.9822,40,3,2,2,1,3.48,4.23,4.272000000000001
72.8884,18.9602,17,4,3,3,1,3.19,2.54,18.229499999999987
72.8086,18.9045,10,2,1,1,0,0.34,0.33,4.851399999999999
72.8086,18.9678,18,3,1,1,1,2.26,2.72,5.194399999999999
72.8717,18.8869,3,3,1,1,1,9.49,6.64,3.371299999999999
72.7884,18.962,43,2,1,1,0,0.21,0.19,2.8609999999999998
72.883,18.9652,1,3,2,3,1,1.53,1.61,16.938599999999997
72.8851,18.993,29,3,2,2,1,2.64,1.77,11.581299999999999
72.8518,18.9358,38,2,1,1,0,1.91,1.29,2.9601000000000015
72.8518,19.0604,2,2,1,1,2,3.36,2.79,9.2477
72.8988,19.0607,1,3,2,2,1,0.08,0.1,18.9754
72.8629,18.9273,24,3,1,1,1,3.95,2.93,4.352700000000001
72.8767,18.9453,4,3,2,2,1,2.6,2.18,8.929100000000005
72.8307,19.0447,7,3,2,2,1,0.2,0.25,17.546499999999988
72.8294,18.8695,15,3,2,3,0,0.2,0.15,8.114499999999996
72.874,18.9001,19,3,2,2,0,2.79,3.16,6.3051999999999975
72.8402,18.9919,41,3,2,2,1,0.29,0.3,9.133499999999996
72.8233,18.9483,9,2,1,1,2,2.08,1.6,5.396799999999997
72.8288,18.9831,1,4,3,3,2,1.24,1.43,25.757599999999996
72.8402,19.0606,5,2,1,1,2,0.85,0.73,11.28520000000001
72.8723,18.9522,17,2,1,1,1,6.0,5.41,5.888199999999997
72.807,19.021,5,2,1,1,0,3.01,2.76,4.242000000000001
72.8061,18.9162,0,3,2,2,0,1.95,1.65,8.607500000000009
72.8392,19.0233,0,2,1,1,0,7.58,7.92,5.0857000000000046
72.8956,18.9781,30,3,2,2,1,1.5,1.43,11.930200000000005
72.8677,18.8862,6,2,1,1,2,1.2,0.83,5.877500000000001
72.8079,18.9732,19,3,1,1,0,0.09,0.1,5.909700000000003
72.808,18.9255,14,2,1,1,1,7.91,6.53,2.751099999999998
72.8411,18.9706,0,4,2,2,1,3.37,2.74,18.116100000000014
72.8656,19.0407,21,2,1,1,2,2.22,2.59,7.3602000000000025
72.8018,18.9051,38,4,2,2,1,0.18,0.2,6.249200000000002
72.804,18.9512,18,4,2,2,1,2.05,2.23,9.039099999999998
72.8005,18.8724,50,2,1,1,2,0.5,0.46,2.839699999999999
72.8717,19.036,50,2,1,1,1,1.31,1.05,4.372800000000003
72.887,18.9318,7,5,3,3,1,3.46,3.25,11.5558
72.8121,18.9578,6,5,3,3,1,0.23,0.2,15.5574
72.889,19.0414,15,4,2,2,2,0.26,0.26,20.510299999999976
72.8962,18.8904,6,2,1,1,0,5.58,4.94,3.4682000000000026
72.8896,19.022,1,3,2,2,1,4.16,2.86,14.246299999999996
72.8626,18.9482,6,3,2,2,1,1.28,0.93,9.248400000000006
72.8865,18.9625,33,3,1,1,2,3.04,2.26,8.374499999999994
72.8106,19.0383,15,2,1,1,1,1.41,0.95,4.7264
72.8736,19.0343,3,2,1,1,0,3.84,2.71,7.590099999999998
72.8213,19.0587,8,2,1,1,2,0.54,0.43,10.939300000000012
72.7953,18.9298,2,2,1,1,0,0.09,0.1,5.493699999999999
72.8876,18.8884,13,3,2,3,2,4.02,2.96,7.851499999999993
72.8051,19.0253,24,3,2,3,1,2.05,1.95,6.785100000000001
72.8988,18.9671,19,4,2,2,2,6.01,5.16,12.3578
72.8608,18.9443,1,2,1,1,1,1.67,1.89,5.387100000000005
72.804,18.9891,14,2,1,1,2,6.93,5.16,3.381299999999998
72.8985,18.8932,28,4,2,2,1,1.14,0.82,8.023800000000001
72.852,18.9121,6,4,3,3,1,4.81,5.96,8.557799999999997
72.8942,18.9775,0,3,2,2,1,1.05,0.78,17.827899999999996
72.811,18.9455,13,3,2,2,1,1.52,1.02,8.2548
72.8973,18.9184,2,4,3,3,1,1.89,1.84,12.561399999999999
72.8465,19.0534,50,3,1,1,2,1.84,1.26,5.4769
72.8376,18.8879,19,2,1,1,1,1.46,1.75,4.412899999999998
72.8485,18.9192,4,5,3,3,1,2.42,1.87,14.0527
72.8582,18.9355,4,2,1,1,2,2.67,3.09,5.0962999999999985
72.8204,18.97,5,2,1,1,0,0.56,0.37,9.3235
72.8839,18.9496,21,4,2,2,1,2.31,2.02,8.574500000000006
72.8325,18.9018,7,3,2,2,2,4.57,3.48,7.734299999999996
72.8398,19.0403,2,3,2,3,2,2.7,2.35,17.22409999999999
72.8481,18.9468,11,5,3,3,2,3.81,3.7,11.023399999999995
72.8633,18.9217,2,3,2,2,1,3.22,3.17,8.275500000000001
72.8803,18.9853,5,4,3,3,0,3.98,4.29,17.645899999999997
72.823,18.9513,6,3,2,3,1,0.87,0.77,17.7439
72.8407,18.9734,7,2,1,1,1,6.14,4.12,7.203099999999997
72.7936,19.0041,30,3,2,3,1,5.49,5.21,5.363099999999998
72.8959,18.8854,31,4,2,2,2,4.25,4.28,5.9446
72.8235,18.9692,1,3,2,2,1,0.52,0.38,18.456000000000014
72.8053,18.9677,43,4,3,3,1,12.55,10.19,2.9068
72.7931,18.9404,36,4,3,3,0,0.13,0.1,9.06000000000001
72.8142,19.0411,5,3,1,1,1,0.96,0.72,7.638399999999993
72.8361,18.8973,8,5,3,4,1,5.18,4.2,9.883400000000002
72.7886,19.0414,18,3,2,2,0,0.93,0.65,7.420200000000001
72.862,19.0629,44,3,2,3,1,5.35,3.71,7.429600000000004
72.8952,18.9758,50,2,1,1,1,0.83,0.81,4.273200000000002
72.8037,18.8747,35,3,2,2,1,3.06,3.39,4.857799999999998
72.8049,18.9316,10,5,3,3,2,6.7,4.82,9.675099999999997
72.8732,18.9344,10,2,1,1,1,1.64,1.46,5.109200000000002
72.8909,19.0228,34,3,2,2,1,6.51,6.22,8.077900000000001
72.8868,18.9517,0,2,1,1,1,2.33,2.13,9.533999999999997
72.8946,18.8718,2,3,1,1,0,0.59,0.6,7.333699999999996
72.8835,18.9868,3,2,1,1,0,3.54,3.55,7.347099999999996
72.8626,18.9531,1,3,2,2,2,3.48,2.33,16.12099999999999
72.8105,18.989,32,3,2,2,0,0.24,0.28,6.819699999999998
72.8113,18.9372,5,4,3,3,1,6.99,4.81,9.3682
72.8696,18.9736,46,2,1,1,1,1.48,1.45,4.519799999999997
72.8918,18.9668,13,3,2,3,2,1.96,2.2,15.805599999999993
72.8945,18.9528,1,3,1,1,2,11.98,8.69,5.3635
72.8143,19.0429,8,4,3,3,0,6.91,5.16,8.481100000000001
72.8143,18.9181,18,3,2,2,0,0.32,0.23,7.448900000000006
72.8989,18.9163,28,5,3,3,0,6.09,4.95,6.950900000000003
72.8109,18.8731,11,3,2,2,0,3.5,3.11,6.6423000000000085
72.8364,18.9262,14,3,1,1,2,7.71,6.08,4.240900000000002
72.8917,19.0179,21,5,3,3,1,3.66,3.52,17.3571
72.7846,18.9363,17,4,2,2,2,1.01,0.83,10.395800000000008
72.8378,18.9809,22,3,2,2,1,0.73,0.59,13.724300000000003
72.8668,18.9613,25,4,3,3,0,0.47,0.32,16.627800000000015
72.8198,18.9066,5,3,2,2,2,6.57,4.76,6.954800000000001
72.8301,18.9173,0,3,2,3,0,2.38,1.98,8.241600000000004
72.8133,19.0142,13,4,3,3,1,2.47,2.15,10.655299999999993
72.8036,18.9894,1,2,1,1,2,4.41,3.48,4.621100000000002
72.8802,19.0287,20,3,2,2,2,0.64,0.46,15.730799999999993
72.8034,18.9101,14,2,1,1,1,6.81,5.32,3.354400000000001
72.8585,18.8832,4,3,1,1,1,0.73,0.9,7.632799999999999
72.7975,19.0386,50,2,1,1,1,0.93,0.68,2.7156999999999982
72.8397,18.9818,19,4,2,2,0,6.79,4.68,10.893000000000006
72.891,18.9503,16,3,2,2,1,1.07,1.09,13.213299999999997
72.827,18.9129,0,2,1,1,0,0.37,0.36,5.632499999999997
72.7909,18.9117,7,3,1,1,2,7.51,5.69,4.380400000000002
72.8939,18.9168,24,2,1,1,1,0.13,0.11,4.585099999999998
